ID	StemEnergy5p	StemEnergy3p	LoopEnergy	DMS_local
 LocalEnergy_I1.1_1327	-11.0	-10.95	6.6	0.888888888888889
 LocalEnergy_I1.1_1328	-7.65	-22.45	7.0	0.8333333333333333
 LocalEnergy_I1.1_1329	-11.8	-3.1	7.3	0.8454545454545455
 LocalEnergy_I1.1_132	-4.8	-4.95	4.2	0.625
 LocalEnergy_I1.1_1330	-3.25	-21.15	5.2	0.5555555555555556
 LocalEnergy_I1.1_1331	-11.35	-10.55	8.2	0.6805555555555556
 LocalEnergy_I1.1_1332	-5.5	-15.45	3.2	0.8311688311688311
 LocalEnergy_I1.1_1333	-7.8	-11.1	3.3	0.9803921568627451
 LocalEnergy_I1.1_1334	-16.9	-13.85	5.1	0.9821428571428572
 LocalEnergy_I1.1_1335	-3.2	-8.7	4.1	0.6688311688311688
 LocalEnergy_I1.1_1336	-8.35	-13.3	6.6	1.0
 LocalEnergy_I1.1_1337	-17.95	-7.8	3.8	0.9871794871794872
 LocalEnergy_I1.1_1338	-13.05	-10.9	3.7	1.0
 LocalEnergy_I1.1_1339	-7.3	-11.95	2.2	0.9333333333333333
 LocalEnergy_I1.1_133	-5.2	-11.7	5.6	0.7851239669421488
 LocalEnergy_I1.1_1340	-8.7	-8.25	3.7	0.8909090909090909
 LocalEnergy_I1.1_1341	-3.35	-6.25	5.6	0.5454545454545454
 LocalEnergy_I1.1_1342	-9.1	-4.7	3.9	0.8425925925925926
 LocalEnergy_I1.1_1343	-11.05	-7.65	4.6	0.9722222222222223
 LocalEnergy_I1.1_1344	-8.85	-8.8	4.9	0.9469696969696969
 LocalEnergy_I1.1_1345	-15.7	-12.2	5.6	0.8741258741258742
 LocalEnergy_I1.1_1346	-10.9	-9.1	6.3	1.0
 LocalEnergy_I1.1_1347	-13.95	-6.7	4.6	0.9693877551020409
 LocalEnergy_I1.1_1348	-12.85	-9.25	1.0	0.9666666666666667
 LocalEnergy_I1.1_1349	-9.1	-16.6	4.9	0.9214285714285714
 LocalEnergy_I1.1_134	-11.2	-18.65	3.0	0.9933333333333334
 LocalEnergy_I1.1_1350	-5.6	-11.2	6.8	0.9416666666666667
 LocalEnergy_I1.1_1351	-5.05	-13.35	3.2	0.988095238095238
 LocalEnergy_I1.1_1352	-14.05	-10.15	1.6	1.0
 LocalEnergy_I1.1_1353	-9.35	-6.1	5.6	0.7642857142857143
 LocalEnergy_I1.1_1354	-8.7	-20.2	3.0	0.9600000000000001
 LocalEnergy_I1.1_1355	-13.9	-6.0	6.6	0.6851851851851851
 LocalEnergy_I1.1_1356	-11.2	-7.55	7.2	0.923076923076923
 LocalEnergy_I1.1_1357	-3.9	-6.45	6.3	0.8760330578512396
 LocalEnergy_I1.1_1358	-11.55	-2.0	8.0	0.5333333333333333
 LocalEnergy_I1.1_1359	-26.7	-6.65	4.7	0.7936507936507936
 LocalEnergy_I1.1_135	-19.6	-4.7	4.1	0.9921875
 LocalEnergy_I1.1_1360	-2.4	-11.4	4.1	0.9453125
 LocalEnergy_I1.1_1361	-8.15	-6.1	1.4	1.0
 LocalEnergy_I1.1_1362	-15.35	-11.0	4.2	0.7583333333333333
 LocalEnergy_I1.1_1363	-15.2	-3.95	6.3	0.5524475524475525
 LocalEnergy_I1.1_1364	-5.1	-11.0	5.1	0.9523809523809524
 LocalEnergy_I1.1_1365	-21.97	-6.7	3.7	0.8458333333333333
 LocalEnergy_I1.1_1366	-19.9	-13.95	4.6	0.9897959183673469
 LocalEnergy_I1.1_1367	-14.65	-10.7	4.0	1.0
 LocalEnergy_I1.1_1368	-7.8	-13.1	4.9	0.7153846153846154
 LocalEnergy_I1.1_136	-15.05	-16.8	5.6	0.9440559440559441
 LocalEnergy_I1.1_1370	-7.9	-17.8	3.0	0.9615384615384616
 LocalEnergy_I1.1_1371	-11.45	-6.5	2.8	0.95
 LocalEnergy_I1.1_1372	-13.4	-10.75	4.6	0.9821428571428571
 LocalEnergy_I1.1_1373	-8.3	-4.2	5.8	0.9591836734693878
 LocalEnergy_I1.1_1374	-22.05	-2.5	4.9	0.7615384615384615
 LocalEnergy_I1.1_1375	-14.15	-6.25	5.2	0.7333333333333333
 LocalEnergy_I1.1_1376	-11.9	-9.55	3.3	0.9583333333333334
 LocalEnergy_I1.1_1377	-9.4	-21.5	5.1	0.9708333333333333
 LocalEnergy_I1.1_1378	-4.6	-4.35	2.3	0.37777777777777777
 LocalEnergy_I1.1_1379	-10.1	-19.0	4.6	1.0
 LocalEnergy_I1.1_137	-9.5	-2.9	4.6	0.7738095238095238
 LocalEnergy_I1.1_1380	-11.8	-24.0	0.813	0.5222222222222221
 LocalEnergy_I1.1_1381	-5.45	-13.4	3.2	0.9285714285714285
 LocalEnergy_I1.1_1382	-13.3	-10.55	5.8	1.0
 LocalEnergy_I1.1_1383	-12.4	-15.1	4.4	0.9583333333333334
 LocalEnergy_I1.1_1384	-14.75	-2.4	4.5	1.0
 LocalEnergy_I1.1_1385	-13.0	-13.6	7.3	1.0
 LocalEnergy_I1.1_1386	-7.0	-16.05	5.8	0.9285714285714286
 LocalEnergy_I1.1_1387	-8.15	-6.7	4.9	0.5859375
 LocalEnergy_I1.1_1388	-14.0	-6.05	3.9	0.951388888888889
 LocalEnergy_I1.1_1389	-3.95	-3.65	5.1	0.4583333333333333
 LocalEnergy_I1.1_138	-8.95	-6.25	5.1	0.9682539682539681
 LocalEnergy_I1.1_1390	-17.0	-2.0	5.3	0.7916666666666666
 LocalEnergy_I1.1_1391	-14.5	-4.7	4.4	0.5833333333333334
 LocalEnergy_I1.1_1392	-6.1	-7.5	3.9	0.9272727272727272
 LocalEnergy_I1.1_1393	-4.5	-5.95	4.1	0.2232142857142857
 LocalEnergy_I1.1_1394	-10.95	-8.4	4.9	0.925
 LocalEnergy_I1.1_1395	-3.15	-5.05	5.6	0.71875
 LocalEnergy_I1.1_1396	-11.5	-7.85	3.7	0.7987012987012987
 LocalEnergy_I1.1_1397	-9.9	-4.17	3.0	1.0
 LocalEnergy_I1.1_1398	-14.65	-17.8	2.0	0.989010989010989
 LocalEnergy_I1.1_1399	-19.4	-5.8	4.9	0.676923076923077
 LocalEnergy_I1.1_139	-10.15	-9.0	7.3	0.7428571428571429
 LocalEnergy_I1.1_13	-4.7	-11.65	3.9	1.0
 LocalEnergy_I1.1_1400	-12.35	-6.45	7.3	0.8692307692307691
 LocalEnergy_I1.1_1401	-5.7	-17.8	5.8	0.7638888888888888
 LocalEnergy_I1.1_1402	-8.1	-3.3	6.7	0.37575757575757573
 LocalEnergy_I1.1_1403	-5.75	-10.8	2.7	0.7307692307692308
 LocalEnergy_I1.1_1404	-4.35	-9.57	3.7	1.0
 LocalEnergy_I1.1_1405	-7.6	-10.2	4.9	0.9916666666666666
 LocalEnergy_I1.1_1406	-9.55	-10.05	5.8	0.6346153846153846
 LocalEnergy_I1.1_1407	-8.8	-13.9	5.8	1.0
 LocalEnergy_I1.1_1408	-5.27	-16.4	3.0	0.9666666666666667
 LocalEnergy_I1.1_1409	-8.55	-15.0	3.0	0.953125
 LocalEnergy_I1.1_140	-10.2	-17.87	3.0	0.8500000000000001
 LocalEnergy_I1.1_1410	-6.2	-8.25	5.8	0.4214285714285714
 LocalEnergy_I1.1_1411	-7.75	-9.4	6.3	0.8333333333333334
 LocalEnergy_I1.1_1412	-12.4	-27.0	0.813	0.6875
 LocalEnergy_I1.1_1413	-6.55	-6.5	6.6	0.9907407407407407
 LocalEnergy_I1.1_1414	-10.9	-2.17	8.2	0.6597222222222222
 LocalEnergy_I1.1_1415	-6.25	-6.35	6.0	0.675
 LocalEnergy_I1.1_1416	-10.9	-8.55	4.4	0.7929292929292929
 LocalEnergy_I1.1_1417	-3.0	-6.0	5.6	0.5857142857142857
 LocalEnergy_I1.1_1418	-7.45	-14.9	6.5	0.8461538461538461
 LocalEnergy_I1.1_1419	-6.5	-18.6	3.3	1.0
 LocalEnergy_I1.1_141	-7.5	-14.15	6.3	0.7179487179487178
 LocalEnergy_I1.1_1420	-16.5	-18.15	3.0	0.9722222222222222
 LocalEnergy_I1.1_1421	-12.7	-17.25	5.9	0.9407407407407408
 LocalEnergy_I1.1_1422	-7.6	-7.4	6.0	0.8035714285714286
 LocalEnergy_I1.1_1423	-8.9	-13.3	6.5	0.8406593406593407
 LocalEnergy_I1.1_1424	-5.25	-14.45	2.3	0.9666666666666667
 LocalEnergy_I1.1_1425	-3.5	-3.7	5.6	0.69
 LocalEnergy_I1.1_1426	-12.4	-6.7	7.3	0.8666666666666667
 LocalEnergy_I1.1_1427	-5.95	-15.2	3.3	1.0
 LocalEnergy_I1.1_1428	-14.2	-12.5	4.5	0.8717948717948718
 LocalEnergy_I1.1_1429	-8.77	-6.4	5.4	0.8072916666666666
 LocalEnergy_I1.1_142	-6.15	-14.35	3.8	0.9305555555555555
 LocalEnergy_I1.1_1430	-11.75	-10.3	6.8	0.7066115702479339
 LocalEnergy_I1.1_1431	-7.1	-22.3	6.1	0.8933333333333334
 LocalEnergy_I1.1_1432	-17.65	-8.15	7.3	1.0
 LocalEnergy_I1.1_1433	-7.4	-11.4	7.5	0.9166666666666666
 LocalEnergy_I1.1_1434	-1.57	-4.5	5.1	0.42045454545454547
 LocalEnergy_I1.1_1435	-18.8	-7.65	5.6	1.0
 LocalEnergy_I1.1_1436	-15.55	-1.5	6.8	0.8111111111111111
 LocalEnergy_I1.1_1437	-17.7	-14.8	3.7	0.9266666666666666
 LocalEnergy_I1.1_1438	-19.1	-12.2	1.513	0.888888888888889
 LocalEnergy_I1.1_1439	-2.4	-15.8	4.1	0.9615384615384616
 LocalEnergy_I1.1_143	-10.0	-11.65	3.7	1.0
 LocalEnergy_I1.1_1440	-15.2	-9.5	3.9	0.989010989010989
 LocalEnergy_I1.1_1441	-7.95	-19.0	3.4	0.7633136094674556
 LocalEnergy_I1.1_1442	-6.45	-8.57	3.7	0.7013888888888888
 LocalEnergy_I1.1_1443	-7.3	-3.55	6.5	0.9431818181818181
 LocalEnergy_I1.1_1444	-2.4	-8.55	4.8	0.6964285714285714
 LocalEnergy_I1.1_1445	-20.8	-3.6	4.6	0.6857142857142857
 LocalEnergy_I1.1_1446	-8.77	-5.6	5.4	0.5694444444444445
 LocalEnergy_I1.1_1447	-17.35	-8.5	2.213	1.0
 LocalEnergy_I1.1_1448	-20.8	-14.15	3.8	1.0
 LocalEnergy_I1.1_1449	-2.4	-2.4	3.7	0.3611111111111111
 LocalEnergy_I1.1_144	-10.3	-6.1	3.5	1.0
 LocalEnergy_I1.1_1450	-13.35	-9.0	2.3	0.8363636363636364
 LocalEnergy_I1.1_1451	-15.5	-5.45	3.0	0.888888888888889
 LocalEnergy_I1.1_1452	-11.05	-7.6	2.5	0.884297520661157
 LocalEnergy_I1.1_1453	-8.7	-6.9	4.2	0.9907407407407407
 LocalEnergy_I1.1_1454	-14.4	-9.65	3.0	0.9875
 LocalEnergy_I1.1_1455	-18.35	-7.0	5.6	1.0
 LocalEnergy_I1.1_1456	-22.7	-14.9	3.2	0.861904761904762
 LocalEnergy_I1.1_1457	-7.2	-4.0	7.0	0.625
 LocalEnergy_I1.1_1458	-7.15	-18.95	8.0	0.9866666666666667
 LocalEnergy_I1.1_1459	-14.5	-23.1	3.9	1.0
 LocalEnergy_I1.1_145	-11.3	-5.85	3.0	0.9537037037037037
 LocalEnergy_I1.1_1460	-4.85	-12.3	4.4	0.6833333333333333
 LocalEnergy_I1.1_1461	-12.5	-9.55	2.3	0.9857142857142858
 LocalEnergy_I1.1_1462	-17.6	-13.25	6.6	0.9857142857142858
 LocalEnergy_I1.1_1463	-14.1	-6.25	5.1	0.8571428571428572
 LocalEnergy_I1.1_1464	-16.4	-10.3	4.4	0.9294871794871795
 LocalEnergy_I1.1_1465	-7.2	-3.3	7.0	0.575
 LocalEnergy_I1.1_1466	-10.4	-4.5	6.0	0.7967032967032968
 LocalEnergy_I1.1_1467	-6.75	-10.3	5.1	0.9285714285714286
 LocalEnergy_I1.1_1468	-4.2	-4.4	6.7	0.6939393939393939
 LocalEnergy_I1.1_1469	-9.57	-4.25	2.3	0.9166666666666666
 LocalEnergy_I1.1_146	-6.75	-6.15	4.6	0.953125
 LocalEnergy_I1.1_1470	-5.8	-8.35	5.6	0.9363636363636364
 LocalEnergy_I1.1_1471	-5.3	-10.75	4.9	0.9572649572649572
 LocalEnergy_I1.1_1472	-12.6	-9.1	3.7	0.5808080808080809
 LocalEnergy_I1.1_1473	-2.9	-10.25	3.9	0.9857142857142858
 LocalEnergy_I1.1_1474	-3.8	-4.9	8.0	0.42500000000000004
 LocalEnergy_I1.1_1475	-13.3	-7.75	3.3	0.4722222222222222
 LocalEnergy_I1.1_1476	-8.6	-10.75	7.2	0.6688311688311689
 LocalEnergy_I1.1_1477	-1.77	-10.2	5.3	0.8942307692307693
 LocalEnergy_I1.1_1478	-24.85	-10.55	3.7	1.0
 LocalEnergy_I1.1_1479	-14.6	-4.4	5.1	0.6089743589743589
 LocalEnergy_I1.1_147	-2.37	-18.1	6.6	0.6944444444444444
 LocalEnergy_I1.1_1480	-6.15	-5.9	5.6	0.31313131313131315
 LocalEnergy_I1.1_1481	-19.05	-11.2	3.0	1.0
 LocalEnergy_I1.1_1482	-3.5	-13.5	3.4	0.8951048951048951
 LocalEnergy_I1.1_1483	-7.7	-10.35	6.1	0.5888888888888888
 LocalEnergy_I1.1_1484	-16.9	-20.4	3.8	0.9166666666666666
 LocalEnergy_I1.1_1485	-5.6	-18.55	4.8	0.8791208791208791
 LocalEnergy_I1.1_1486	-22.45	-7.35	3.0	1.0
 LocalEnergy_I1.1_1487	-8.35	-18.1	2.4	0.9428571428571428
 LocalEnergy_I1.1_1488	-4.55	-7.5	4.8	0.6181818181818182
 LocalEnergy_I1.1_1489	-13.55	-9.35	6.8	0.7727272727272727
 LocalEnergy_I1.1_148	-5.95	-6.25	6.8	0.28125000000000006
 LocalEnergy_I1.1_1490	-8.65	-8.57	5.8	0.9358974358974359
 LocalEnergy_I1.1_1491	-7.6	-15.4	6.6	0.7777777777777778
 LocalEnergy_I1.1_1492	-6.15	-9.0	5.9	0.9444444444444444
 LocalEnergy_I1.1_1493	-16.15	-9.45	3.7	1.0
 LocalEnergy_I1.1_1494	-13.4	-14.35	2.7	0.9479166666666667
 LocalEnergy_I1.1_1495	-9.35	-2.0	4.6	0.7936507936507937
 LocalEnergy_I1.1_1496	-12.5	-14.95	3.8	1.0
 LocalEnergy_I1.1_1497	-10.55	-6.15	3.0	1.0
 LocalEnergy_I1.1_1498	-5.4	-14.4	5.6	0.9714285714285714
 LocalEnergy_I1.1_1499	-8.0	-5.8	4.1	0.33333333333333337
 LocalEnergy_I1.1_149	-18.55	-8.35	4.5	0.9375
 LocalEnergy_I1.1_14	-9.4	-4.45	8.0	0.6022727272727273
 LocalEnergy_I1.1_1500	-18.9	-7.85	7.3	0.9
 LocalEnergy_I1.1_1501	-5.05	-14.25	5.3	0.7337662337662337
 LocalEnergy_I1.1_1502	-9.15	-10.85	4.2	0.4947916666666667
 LocalEnergy_I1.1_1503	-17.35	-9.1	6.1	0.9583333333333333
 LocalEnergy_I1.1_1504	-11.2	-11.6	5.4	0.9363636363636364
 LocalEnergy_I1.1_1505	-20.65	-12.1	3.0	0.825
 LocalEnergy_I1.1_1506	-13.3	-11.2	5.9	1.0
 LocalEnergy_I1.1_1507	-9.1	-2.4	5.4	0.6875
 LocalEnergy_I1.1_1508	-9.75	-3.65	3.0	0.9722222222222222
 LocalEnergy_I1.1_1509	-7.5	-10.4	6.6	0.9102564102564102
 LocalEnergy_I1.1_150	-2.4	-8.7	5.6	0.74
 LocalEnergy_I1.1_1510	-19.25	-7.2	3.7	1.0
 LocalEnergy_I1.1_1511	-17.05	-7.95	3.9	0.974025974025974
 LocalEnergy_I1.1_1512	-6.35	-16.1	4.9	0.9363636363636364
 LocalEnergy_I1.1_1513	-6.15	-13.7	4.9	0.9384615384615385
 LocalEnergy_I1.1_1514	-13.45	-11.45	7.5	0.9393939393939393
 LocalEnergy_I1.1_1515	-4.7	-3.3	4.6	0.9365079365079365
 LocalEnergy_I1.1_1516	-4.55	-4.85	6.8	0.7375
 LocalEnergy_I1.1_1517	-6.15	-4.6	3.7	0.97
 LocalEnergy_I1.1_1518	-3.7	-4.5	6.1	0.802469135802469
 LocalEnergy_I1.1_1519	-17.35	-6.25	7.5	0.9242424242424242
 LocalEnergy_I1.1_151	-9.15	-11.45	5.8	1.0
 LocalEnergy_I1.1_1520	-13.35	-14.6	4.5	1.0
 LocalEnergy_I1.1_1521	-4.87	-14.1	3.9	0.6923076923076923
 LocalEnergy_I1.1_1522	-13.15	-5.95	3.2	0.9285714285714286
 LocalEnergy_I1.1_1523	-6.1	-11.5	3.7	0.9230769230769231
 LocalEnergy_I1.1_1524	-10.65	-11.5	2.7	0.9772727272727272
 LocalEnergy_I1.1_1525	-15.9	-7.25	5.3	0.9416666666666667
 LocalEnergy_I1.1_1526	-3.65	-6.85	3.0	0.7777777777777778
 LocalEnergy_I1.1_1527	-9.55	-12.65	4.7	0.9444444444444444
 LocalEnergy_I1.1_1528	-9.25	-11.75	7.3	1.0
 LocalEnergy_I1.1_1529	-16.4	-7.9	6.5	0.7500000000000001
 LocalEnergy_I1.1_152	-5.9	-10.0	4.2	0.765625
 LocalEnergy_I1.1_1530	-4.2	-13.5	4.0	1.0
 LocalEnergy_I1.1_1531	-6.6	-6.25	5.4	0.6041666666666666
 LocalEnergy_I1.1_1532	-9.1	-12.4	7.3	0.9538461538461538
 LocalEnergy_I1.1_1533	-2.4	-18.55	3.7	0.7999999999999999
 LocalEnergy_I1.1_1534	-7.6	-6.25	4.2	0.5375
 LocalEnergy_I1.1_1535	-8.8	-15.95	5.6	0.7762237762237761
 LocalEnergy_I1.1_1536	-7.4	-5.4	8.7	0.6853146853146853
 LocalEnergy_I1.1_1537	-6.95	-9.35	0.813	0.8205128205128205
 LocalEnergy_I1.1_1538	-6.5	-3.25	4.6	0.6837606837606838
 LocalEnergy_I1.1_1539	-10.75	-11.9	5.8	1.0
 LocalEnergy_I1.1_153	-17.5	-7.15	3.2	0.6527777777777778
 LocalEnergy_I1.1_1540	-15.25	-3.3	6.5	0.8681318681318682
 LocalEnergy_I1.1_1541	-9.25	-10.3	4.2	0.9722222222222222
 LocalEnergy_I1.1_1542	-8.35	-4.25	3.7	0.95
 LocalEnergy_I1.1_1543	-6.7	-19.75	3.4	0.980952380952381
 LocalEnergy_I1.1_1544	-11.2	-10.1	7.3	0.976923076923077
 LocalEnergy_I1.1_1545	-14.15	-7.45	3.0	1.0
 LocalEnergy_I1.1_1546	-10.1	-8.35	6.8	0.9256198347107437
 LocalEnergy_I1.1_1547	-9.25	-6.15	5.3	0.9166666666666666
 LocalEnergy_I1.1_1548	-12.5	-7.05	5.6	0.743801652892562
 LocalEnergy_I1.1_1549	-10.95	-6.35	2.3	0.9333333333333333
 LocalEnergy_I1.1_154	-8.85	-6.25	4.4	0.5505050505050505
 LocalEnergy_I1.1_1550	-18.35	-9.9	3.8	1.0
 LocalEnergy_I1.1_1551	-5.95	-10.4	5.1	0.9038461538461539
 LocalEnergy_I1.1_1552	-8.25	-6.05	6.7	0.5133333333333333
 LocalEnergy_I1.1_1553	-14.5	-5.7	5.8	0.8482142857142858
 LocalEnergy_I1.1_1554	-8.7	-2.4	4.6	0.6111111111111112
 LocalEnergy_I1.1_1555	-4.15	-11.0	5.2	0.9444444444444444
 LocalEnergy_I1.1_1556	-5.45	-21.4	5.1	0.7755102040816327
 LocalEnergy_I1.1_1557	-6.1	-7.15	6.1	0.5111111111111111
 LocalEnergy_I1.1_1558	-16.85	-8.9	5.4	1.0
 LocalEnergy_I1.1_1559	-16.9	-13.3	3.9	0.9619047619047619
 LocalEnergy_I1.1_155	-18.65	-9.35	4.7	0.9925925925925926
 LocalEnergy_I1.1_1560	-7.25	-22.2	2.6	0.9791666666666666
 LocalEnergy_I1.1_1561	-4.55	-9.65	2.7	0.675
 LocalEnergy_I1.1_1562	-10.3	-15.25	3.0	0.8999999999999999
 LocalEnergy_I1.1_1563	-4.7	-11.0	3.4	0.8333333333333333
 LocalEnergy_I1.1_1564	-15.05	-11.1	3.9	1.0
 LocalEnergy_I1.1_1565	-19.75	-10.85	3.4	1.0
 LocalEnergy_I1.1_1566	-4.5	-5.6	4.4	0.5714285714285714
 LocalEnergy_I1.1_1567	-4.7	-7.1	7.0	0.9114583333333333
 LocalEnergy_I1.1_1568	-13.85	-11.05	7.5	1.0
 LocalEnergy_I1.1_1569	-14.25	-3.45	2.0	1.0
 LocalEnergy_I1.1_156	-7.25	-11.95	6.1	0.982905982905983
 LocalEnergy_I1.1_1570	-12.65	-19.5	4.4	0.9857142857142858
 LocalEnergy_I1.1_1571	-4.75	-8.55	3.7	0.9506172839506173
 LocalEnergy_I1.1_1572	-9.7	-16.2	2.5	1.0
 LocalEnergy_I1.1_1573	-5.2	-6.3	7.3	0.5858585858585859
 LocalEnergy_I1.1_1574	-2.4	-16.1	6.0	0.6888888888888889
 LocalEnergy_I1.1_1575	-1.9	-5.8	7.3	0.6111111111111112
 LocalEnergy_I1.1_1576	-20.65	-12.55	5.8	0.9910714285714286
 LocalEnergy_I1.1_1577	-13.2	-15.55	4.0	0.9607843137254901
 LocalEnergy_I1.1_1578	-9.7	-8.45	4.2	0.78125
 LocalEnergy_I1.1_1579	-13.15	-18.35	2.1	0.9733333333333334
 LocalEnergy_I1.1_157	-13.0	-4.35	6.1	0.8809523809523809
 LocalEnergy_I1.1_1580	-13.0	-5.4	7.5	0.6987179487179488
 LocalEnergy_I1.1_1581	-19.45	-6.7	2.7	1.0
 LocalEnergy_I1.1_1582	-3.1	-6.0	5.3	0.9750000000000001
 LocalEnergy_I1.1_1583	-7.9	-15.8	3.7	0.7277777777777779
 LocalEnergy_I1.1_1584	-11.0	-4.8	7.3	0.9666666666666666
 LocalEnergy_I1.1_1585	-27.8	-3.7	3.0	0.9875
 LocalEnergy_I1.1_1586	-21.55	-10.35	3.3	0.9888888888888889
 LocalEnergy_I1.1_1587	-8.25	-15.7	5.6	0.6590909090909091
 LocalEnergy_I1.1_1588	-18.7	-3.1	3.9	0.6153846153846154
 LocalEnergy_I1.1_1589	-6.75	-7.45	5.8	0.796875
 LocalEnergy_I1.1_158	-6.25	-12.9	3.0	0.9833333333333333
 LocalEnergy_I1.1_1590	-2.7	-5.95	8.7	0.3333333333333333
 LocalEnergy_I1.1_1591	-11.25	-14.65	5.1	0.9183673469387755
 LocalEnergy_I1.1_1592	-12.05	-3.9	8.0	0.8833333333333334
 LocalEnergy_I1.1_1593	-18.3	-13.2	1.2	0.95
 LocalEnergy_I1.1_1594	-4.4	-3.7	6.8	0.6722222222222223
 LocalEnergy_I1.1_1595	-7.85	-10.65	4.2	0.9629629629629629
 LocalEnergy_I1.1_1596	-3.7	-6.9	6.3	0.6363636363636364
 LocalEnergy_I1.1_1597	-7.9	-12.1	3.2	0.9090909090909092
 LocalEnergy_I1.1_1598	-7.7	-6.25	4.2	0.7901234567901234
 LocalEnergy_I1.1_1599	-7.55	-12.05	4.4	1.0
 LocalEnergy_I1.1_159	-7.85	-2.4	7.5	0.2159090909090909
 LocalEnergy_I1.1_15	-6.45	-2.4	4.1	0.3482142857142857
 LocalEnergy_I1.1_1600	-7.35	-16.9	5.8	0.5982142857142857
 LocalEnergy_I1.1_1601	-5.8	-8.7	4.9	0.98
 LocalEnergy_I1.1_1602	-23.2	-8.0	5.8	0.625
 LocalEnergy_I1.1_1603	-11.45	-25.7	4.5	0.9803921568627451
 LocalEnergy_I1.1_1604	-8.85	-14.5	6.6	0.9692307692307693
 LocalEnergy_I1.1_1605	-4.2	-7.8	3.9	1.0
 LocalEnergy_I1.1_1606	-17.05	-8.45	3.7	0.9571428571428571
 LocalEnergy_I1.1_1607	-5.75	-6.0	7.0	0.9393939393939393
 LocalEnergy_I1.1_1608	-5.3	-6.15	4.9	0.37222222222222223
 LocalEnergy_I1.1_1609	-8.35	-8.7	5.3	0.9038461538461539
 LocalEnergy_I1.1_160	-6.05	-6.4	6.1	0.7402597402597403
 LocalEnergy_I1.1_1610	-4.7	-11.1	8.2	0.6597222222222222
 LocalEnergy_I1.1_1611	-6.25	-6.7	3.4	1.0
 LocalEnergy_I1.1_1612	-3.35	-23.7	6.6	0.9316239316239316
 LocalEnergy_I1.1_1613	-4.3	-21.15	5.8	0.765625
 LocalEnergy_I1.1_1614	-8.9	-11.65	4.6	1.0
 LocalEnergy_I1.1_1615	-17.6	-12.15	4.4	0.9333333333333332
 LocalEnergy_I1.1_1616	-9.1	-9.05	4.6	0.9500000000000001
 LocalEnergy_I1.1_1617	-5.8	-8.77	5.4	0.9320987654320988
 LocalEnergy_I1.1_1618	-11.2	-11.1	5.1	1.0
 LocalEnergy_I1.1_1619	-10.05	-9.55	4.8	0.7428571428571429
 LocalEnergy_I1.1_161	-6.25	-6.8	4.4	0.9777777777777777
 LocalEnergy_I1.1_1620	-8.47	-7.6	6.0	0.7142857142857142
 LocalEnergy_I1.1_1621	-9.25	-11.2	3.0	1.0
 LocalEnergy_I1.1_1622	-15.9	-8.0	8.0	0.9421487603305785
 LocalEnergy_I1.1_1623	-25.25	-7.95	1.513	1.0
 LocalEnergy_I1.1_1624	-2.6	-7.6	6.5	0.7788461538461539
 LocalEnergy_I1.1_1625	-17.05	-8.55	3.7	0.9772727272727273
 LocalEnergy_I1.1_1626	-18.45	-9.95	4.5	0.9777777777777777
 LocalEnergy_I1.1_1627	-9.75	-5.05	4.9	0.48124999999999996
 LocalEnergy_I1.1_1628	-10.37	-16.2	4.0	0.9791666666666666
 LocalEnergy_I1.1_1629	-10.3	-11.15	2.7	1.0
 LocalEnergy_I1.1_162	-8.4	-7.25	5.8	0.4875
 LocalEnergy_I1.1_1630	-14.15	-7.45	5.1	0.875
 LocalEnergy_I1.1_1631	-5.2	-2.4	4.4	0.3888888888888889
 LocalEnergy_I1.1_1632	-8.75	-12.5	4.1	0.7417582417582418
 LocalEnergy_I1.1_1633	-13.75	-15.37	7.5	0.9166666666666667
 LocalEnergy_I1.1_1634	-5.75	-11.65	4.8	0.68
 LocalEnergy_I1.1_1635	-8.55	-8.3	4.1	0.8186813186813188
 LocalEnergy_I1.1_1636	-3.85	-12.35	5.3	0.6055555555555556
 LocalEnergy_I1.1_1637	-12.4	-9.65	3.9	0.993006993006993
 LocalEnergy_I1.1_1638	-2.1	-17.45	6.0	0.8571428571428572
 LocalEnergy_I1.1_1639	-9.2	-4.95	4.2	0.9120370370370371
 LocalEnergy_I1.1_163	-2.4	-14.7	3.4	1.0
 LocalEnergy_I1.1_1640	-11.2	-23.3	4.5	0.9791666666666666
 LocalEnergy_I1.1_1641	-1.9	-3.95	2.7	0.6428571428571429
 LocalEnergy_I1.1_1642	-3.9	-12.5	6.7	0.6666666666666666
 LocalEnergy_I1.1_1643	-18.35	-10.75	2.7	0.9871794871794872
 LocalEnergy_I1.1_1644	-6.35	-7.9	5.4	0.4756944444444445
 LocalEnergy_I1.1_1645	-3.5	-6.25	7.3	0.5679012345679012
 LocalEnergy_I1.1_1646	-2.8	-5.6	4.6	0.375
 LocalEnergy_I1.1_1647	-13.0	-9.0	3.0	1.0
 LocalEnergy_I1.1_1648	-30.1	-7.77	4.4	0.9821428571428571
 LocalEnergy_I1.1_1649	-17.0	-14.45	4.2	1.0
 LocalEnergy_I1.1_164	-3.3	-25.9	3.3	0.9
 LocalEnergy_I1.1_1650	-3.55	-10.3	4.5	0.7407407407407408
 LocalEnergy_I1.1_1651	-16.45	-2.37	5.4	0.6904761904761905
 LocalEnergy_I1.1_1652	-11.8	-2.5	5.3	0.9625
