rna_name	rna_ID	rna_type
bpRNA_CRW_29139	29139	tRNA
bpRNA_CRW_29140	29140	tRNA
bpRNA_CRW_29141	29141	tRNA
bpRNA_CRW_29142	29142	tRNA
bpRNA_CRW_29143	29143	tRNA
bpRNA_CRW_29144	29144	tRNA
bpRNA_CRW_29145	29145	tRNA
bpRNA_CRW_29146	29146	tRNA
bpRNA_CRW_29147	29147	tRNA
bpRNA_CRW_29148	29148	tRNA
bpRNA_CRW_29149	29149	tRNA
bpRNA_CRW_29150	29150	tRNA
bpRNA_CRW_29151	29151	tRNA
bpRNA_CRW_29152	29152	tRNA
bpRNA_CRW_29153	29153	tRNA
bpRNA_CRW_29154	29154	tRNA
bpRNA_CRW_29155	29155	tRNA
bpRNA_CRW_29156	29156	tRNA
bpRNA_CRW_29157	29157	tRNA
bpRNA_CRW_29158	29158	tRNA
bpRNA_CRW_29159	29159	tRNA
bpRNA_CRW_29160	29160	tRNA
bpRNA_CRW_29161	29161	tRNA
bpRNA_CRW_29162	29162	tRNA
bpRNA_CRW_29163	29163	tRNA
bpRNA_CRW_29164	29164	tRNA
bpRNA_CRW_29165	29165	tRNA
bpRNA_CRW_29166	29166	tRNA
bpRNA_CRW_29167	29167	tRNA
bpRNA_CRW_29168	29168	tRNA
bpRNA_CRW_29169	29169	tRNA
bpRNA_CRW_29170	29170	tRNA
bpRNA_CRW_29171	29171	tRNA
bpRNA_CRW_29172	29172	tRNA
bpRNA_CRW_29173	29173	tRNA
bpRNA_CRW_29174	29174	tRNA
bpRNA_CRW_29175	29175	tRNA
bpRNA_CRW_29176	29176	tRNA
bpRNA_CRW_29177	29177	tRNA
bpRNA_CRW_29178	29178	tRNA
bpRNA_CRW_29179	29179	tRNA
bpRNA_CRW_29180	29180	tRNA
bpRNA_CRW_29181	29181	tRNA
bpRNA_CRW_29182	29182	tRNA
bpRNA_CRW_29183	29183	tRNA
bpRNA_CRW_29184	29184	tRNA
bpRNA_CRW_29185	29185	tRNA
bpRNA_CRW_29186	29186	tRNA
bpRNA_CRW_29187	29187	tRNA
bpRNA_CRW_29188	29188	tRNA
bpRNA_CRW_29189	29189	tRNA
bpRNA_CRW_29190	29190	tRNA
bpRNA_CRW_29191	29191	tRNA
bpRNA_CRW_29192	29192	tRNA
bpRNA_CRW_29193	29193	tRNA
bpRNA_CRW_29194	29194	tRNA
bpRNA_CRW_29195	29195	tRNA
bpRNA_CRW_29196	29196	tRNA
bpRNA_CRW_29197	29197	tRNA
bpRNA_CRW_29198	29198	tRNA
bpRNA_CRW_29199	29199	tRNA
bpRNA_CRW_29200	29200	tRNA
bpRNA_CRW_29201	29201	tRNA
bpRNA_CRW_29202	29202	tRNA
bpRNA_CRW_29203	29203	tRNA
bpRNA_CRW_29204	29204	tRNA
bpRNA_CRW_29205	29205	tRNA
bpRNA_CRW_29206	29206	tRNA
bpRNA_CRW_29207	29207	tRNA
bpRNA_CRW_29208	29208	tRNA
bpRNA_CRW_29209	29209	tRNA
bpRNA_CRW_29210	29210	tRNA
bpRNA_CRW_29211	29211	tRNA
bpRNA_CRW_29212	29212	tRNA
bpRNA_CRW_29213	29213	tRNA
bpRNA_CRW_29214	29214	tRNA
bpRNA_CRW_29215	29215	tRNA
bpRNA_CRW_29216	29216	tRNA
bpRNA_CRW_29217	29217	tRNA
bpRNA_CRW_29218	29218	tRNA
bpRNA_CRW_29219	29219	tRNA
bpRNA_CRW_29220	29220	tRNA
bpRNA_CRW_29221	29221	tRNA
bpRNA_CRW_29222	29222	tRNA
bpRNA_CRW_29223	29223	tRNA
bpRNA_CRW_29224	29224	tRNA
bpRNA_CRW_29225	29225	tRNA
bpRNA_CRW_29226	29226	tRNA
bpRNA_CRW_29227	29227	tRNA
bpRNA_CRW_29228	29228	tRNA
bpRNA_CRW_29229	29229	tRNA
bpRNA_CRW_29230	29230	tRNA
bpRNA_CRW_29231	29231	tRNA
bpRNA_CRW_29232	29232	tRNA
bpRNA_CRW_29233	29233	tRNA
bpRNA_CRW_29234	29234	tRNA
bpRNA_CRW_29235	29235	tRNA
bpRNA_CRW_29236	29236	tRNA
bpRNA_CRW_29237	29237	tRNA
bpRNA_CRW_29238	29238	tRNA
bpRNA_CRW_29239	29239	tRNA
bpRNA_CRW_29240	29240	tRNA
bpRNA_CRW_29241	29241	tRNA
bpRNA_CRW_29242	29242	tRNA
bpRNA_CRW_29243	29243	tRNA
bpRNA_CRW_29244	29244	tRNA
bpRNA_CRW_29245	29245	tRNA
bpRNA_CRW_29246	29246	tRNA
bpRNA_CRW_29247	29247	tRNA
bpRNA_CRW_29248	29248	tRNA
bpRNA_CRW_29249	29249	tRNA
bpRNA_CRW_29250	29250	tRNA
bpRNA_CRW_29251	29251	tRNA
bpRNA_CRW_29252	29252	tRNA
bpRNA_CRW_29253	29253	tRNA
bpRNA_CRW_29254	29254	tRNA
bpRNA_CRW_29255	29255	tRNA
bpRNA_CRW_29256	29256	tRNA
bpRNA_CRW_29257	29257	tRNA
bpRNA_CRW_29258	29258	tRNA
bpRNA_CRW_29259	29259	tRNA
bpRNA_CRW_29260	29260	tRNA
bpRNA_CRW_29261	29261	tRNA
bpRNA_CRW_29262	29262	tRNA
bpRNA_CRW_29263	29263	tRNA
bpRNA_CRW_29264	29264	tRNA
bpRNA_CRW_29265	29265	tRNA
bpRNA_CRW_29266	29266	tRNA
bpRNA_CRW_29267	29267	tRNA
bpRNA_CRW_29268	29268	tRNA
bpRNA_CRW_29269	29269	tRNA
bpRNA_CRW_29270	29270	tRNA
bpRNA_CRW_29271	29271	tRNA
bpRNA_CRW_29272	29272	tRNA
bpRNA_CRW_29273	29273	tRNA
bpRNA_CRW_29274	29274	tRNA
bpRNA_CRW_29275	29275	tRNA
bpRNA_CRW_29276	29276	tRNA
bpRNA_CRW_29277	29277	tRNA
bpRNA_CRW_29278	29278	tRNA
bpRNA_CRW_29279	29279	tRNA
bpRNA_CRW_29280	29280	tRNA
bpRNA_CRW_29281	29281	tRNA
bpRNA_CRW_29282	29282	tRNA
bpRNA_CRW_29283	29283	tRNA
bpRNA_CRW_29284	29284	tRNA
bpRNA_CRW_29285	29285	tRNA
bpRNA_CRW_29286	29286	tRNA
bpRNA_CRW_29287	29287	tRNA
bpRNA_CRW_29288	29288	tRNA
bpRNA_CRW_29289	29289	tRNA
bpRNA_CRW_29290	29290	tRNA
bpRNA_CRW_29291	29291	tRNA
bpRNA_CRW_29292	29292	tRNA
bpRNA_CRW_29293	29293	tRNA
bpRNA_CRW_29294	29294	tRNA
bpRNA_CRW_29295	29295	tRNA
bpRNA_CRW_29296	29296	tRNA
bpRNA_CRW_29297	29297	tRNA
bpRNA_CRW_29298	29298	tRNA
bpRNA_CRW_29299	29299	tRNA
bpRNA_CRW_29300	29300	tRNA
bpRNA_CRW_29301	29301	tRNA
bpRNA_CRW_29302	29302	tRNA
bpRNA_CRW_29303	29303	tRNA
bpRNA_CRW_29304	29304	tRNA
bpRNA_CRW_29305	29305	tRNA
bpRNA_CRW_29306	29306	tRNA
bpRNA_CRW_29307	29307	tRNA
bpRNA_CRW_29308	29308	tRNA
bpRNA_CRW_29309	29309	tRNA
bpRNA_CRW_29310	29310	tRNA
bpRNA_CRW_29311	29311	tRNA
bpRNA_CRW_29312	29312	tRNA
bpRNA_CRW_29313	29313	tRNA
bpRNA_CRW_29314	29314	tRNA
bpRNA_CRW_29315	29315	tRNA
bpRNA_CRW_29316	29316	tRNA
bpRNA_CRW_29317	29317	tRNA
bpRNA_CRW_29318	29318	tRNA
bpRNA_CRW_29319	29319	tRNA
bpRNA_CRW_29320	29320	tRNA
bpRNA_CRW_29321	29321	tRNA
bpRNA_CRW_29322	29322	tRNA
bpRNA_CRW_29323	29323	tRNA
bpRNA_CRW_29324	29324	tRNA
bpRNA_CRW_29325	29325	tRNA
bpRNA_CRW_29326	29326	tRNA
bpRNA_CRW_29327	29327	tRNA
bpRNA_CRW_29328	29328	tRNA
bpRNA_CRW_29329	29329	tRNA
bpRNA_CRW_29330	29330	tRNA
bpRNA_CRW_29331	29331	tRNA
bpRNA_CRW_29332	29332	tRNA
bpRNA_CRW_29333	29333	tRNA
bpRNA_CRW_29334	29334	tRNA
bpRNA_CRW_29335	29335	tRNA
bpRNA_CRW_29336	29336	tRNA
bpRNA_CRW_29337	29337	tRNA
bpRNA_CRW_29338	29338	tRNA
bpRNA_CRW_29339	29339	tRNA
bpRNA_CRW_29340	29340	tRNA
bpRNA_CRW_29341	29341	tRNA
bpRNA_CRW_29342	29342	tRNA
bpRNA_CRW_29343	29343	tRNA
bpRNA_CRW_29344	29344	tRNA
bpRNA_CRW_29345	29345	tRNA
bpRNA_CRW_29346	29346	tRNA
bpRNA_CRW_29347	29347	tRNA
bpRNA_CRW_29348	29348	tRNA
bpRNA_CRW_29349	29349	tRNA
bpRNA_CRW_29350	29350	tRNA
bpRNA_CRW_29351	29351	tRNA
bpRNA_CRW_29352	29352	tRNA
bpRNA_CRW_29353	29353	tRNA
bpRNA_CRW_29354	29354	tRNA
bpRNA_CRW_29355	29355	tRNA
bpRNA_CRW_29356	29356	tRNA
bpRNA_CRW_29357	29357	tRNA
bpRNA_CRW_29358	29358	tRNA
bpRNA_CRW_29359	29359	tRNA
bpRNA_CRW_29360	29360	tRNA
bpRNA_CRW_29361	29361	tRNA
bpRNA_CRW_29362	29362	tRNA
bpRNA_CRW_29363	29363	tRNA
bpRNA_CRW_29364	29364	tRNA
bpRNA_CRW_29365	29365	tRNA
bpRNA_CRW_29366	29366	tRNA
bpRNA_CRW_29367	29367	tRNA
bpRNA_CRW_29368	29368	tRNA
bpRNA_CRW_29369	29369	tRNA
bpRNA_CRW_29370	29370	tRNA
bpRNA_CRW_29371	29371	tRNA
bpRNA_CRW_29372	29372	tRNA
bpRNA_CRW_29373	29373	tRNA
bpRNA_CRW_29374	29374	tRNA
bpRNA_CRW_29375	29375	tRNA
bpRNA_CRW_29376	29376	tRNA
bpRNA_CRW_29377	29377	tRNA
bpRNA_CRW_29378	29378	tRNA
bpRNA_CRW_29379	29379	tRNA
bpRNA_CRW_29380	29380	tRNA
bpRNA_CRW_29381	29381	tRNA
bpRNA_CRW_29382	29382	tRNA
bpRNA_CRW_29383	29383	tRNA
bpRNA_CRW_29384	29384	tRNA
bpRNA_CRW_29385	29385	tRNA
bpRNA_CRW_29386	29386	tRNA
bpRNA_CRW_29387	29387	tRNA
bpRNA_CRW_29388	29388	tRNA
bpRNA_CRW_29389	29389	tRNA
bpRNA_CRW_29390	29390	tRNA
bpRNA_CRW_29391	29391	tRNA
bpRNA_CRW_29392	29392	tRNA
bpRNA_CRW_29393	29393	tRNA
bpRNA_CRW_29394	29394	tRNA
bpRNA_CRW_29395	29395	tRNA
bpRNA_CRW_29396	29396	tRNA
bpRNA_CRW_29397	29397	tRNA
bpRNA_CRW_29398	29398	tRNA
bpRNA_CRW_29399	29399	tRNA
bpRNA_CRW_29400	29400	tRNA
bpRNA_CRW_29401	29401	tRNA
bpRNA_CRW_29402	29402	tRNA
bpRNA_CRW_29403	29403	tRNA
bpRNA_CRW_29404	29404	tRNA
bpRNA_CRW_29405	29405	tRNA
bpRNA_CRW_29406	29406	tRNA
bpRNA_CRW_29407	29407	tRNA
bpRNA_CRW_29408	29408	tRNA
bpRNA_CRW_29409	29409	tRNA
bpRNA_CRW_29410	29410	tRNA
bpRNA_CRW_29411	29411	tRNA
bpRNA_CRW_29412	29412	tRNA
bpRNA_CRW_29413	29413	tRNA
bpRNA_CRW_29414	29414	tRNA
bpRNA_CRW_29415	29415	tRNA
bpRNA_CRW_29416	29416	tRNA
bpRNA_CRW_29417	29417	tRNA
bpRNA_CRW_29418	29418	tRNA
bpRNA_CRW_29419	29419	tRNA
bpRNA_CRW_29420	29420	tRNA
bpRNA_CRW_29421	29421	tRNA
bpRNA_CRW_29422	29422	tRNA
bpRNA_CRW_29423	29423	tRNA
bpRNA_CRW_29424	29424	tRNA
bpRNA_CRW_29425	29425	tRNA
bpRNA_CRW_29426	29426	tRNA
bpRNA_CRW_29427	29427	tRNA
bpRNA_CRW_29428	29428	tRNA
bpRNA_CRW_29429	29429	tRNA
bpRNA_CRW_29430	29430	tRNA
bpRNA_CRW_29431	29431	tRNA
bpRNA_CRW_29432	29432	tRNA
bpRNA_CRW_29433	29433	tRNA
bpRNA_CRW_29434	29434	tRNA
bpRNA_CRW_29435	29435	tRNA
bpRNA_CRW_29436	29436	tRNA
bpRNA_CRW_29437	29437	tRNA
bpRNA_CRW_29438	29438	tRNA
bpRNA_CRW_29439	29439	tRNA
bpRNA_CRW_29440	29440	tRNA
bpRNA_CRW_29441	29441	tRNA
bpRNA_CRW_29442	29442	tRNA
bpRNA_CRW_29443	29443	tRNA
bpRNA_CRW_29444	29444	tRNA
bpRNA_CRW_29445	29445	tRNA
bpRNA_CRW_29446	29446	tRNA
bpRNA_CRW_29447	29447	tRNA
bpRNA_CRW_29448	29448	tRNA
bpRNA_CRW_29449	29449	tRNA
bpRNA_CRW_29450	29450	tRNA
bpRNA_CRW_29451	29451	tRNA
bpRNA_CRW_29452	29452	tRNA
bpRNA_CRW_29453	29453	tRNA
bpRNA_CRW_29454	29454	tRNA
bpRNA_CRW_29455	29455	tRNA
bpRNA_CRW_29456	29456	tRNA
bpRNA_CRW_29457	29457	tRNA
bpRNA_CRW_29458	29458	tRNA
bpRNA_CRW_29459	29459	tRNA
bpRNA_CRW_29460	29460	tRNA
bpRNA_CRW_29461	29461	tRNA
bpRNA_CRW_29462	29462	tRNA
bpRNA_CRW_29463	29463	tRNA
bpRNA_CRW_29464	29464	tRNA
bpRNA_CRW_29465	29465	tRNA
bpRNA_CRW_29466	29466	tRNA
bpRNA_CRW_29467	29467	tRNA
bpRNA_CRW_29468	29468	tRNA
bpRNA_CRW_29469	29469	tRNA
bpRNA_CRW_29470	29470	tRNA
bpRNA_CRW_29471	29471	tRNA
bpRNA_CRW_29472	29472	tRNA
bpRNA_CRW_29473	29473	tRNA
bpRNA_CRW_29474	29474	tRNA
bpRNA_CRW_29475	29475	tRNA
bpRNA_CRW_29476	29476	tRNA
bpRNA_CRW_29477	29477	tRNA
bpRNA_CRW_29478	29478	tRNA
bpRNA_CRW_29479	29479	tRNA
bpRNA_CRW_29480	29480	tRNA
bpRNA_CRW_29481	29481	tRNA
bpRNA_CRW_29482	29482	tRNA
bpRNA_CRW_29483	29483	tRNA
bpRNA_CRW_29484	29484	tRNA
bpRNA_CRW_29485	29485	tRNA
bpRNA_CRW_29486	29486	tRNA
bpRNA_CRW_29487	29487	tRNA
bpRNA_CRW_29488	29488	tRNA
bpRNA_CRW_29489	29489	tRNA
bpRNA_CRW_29490	29490	tRNA
bpRNA_CRW_29491	29491	tRNA
bpRNA_CRW_29492	29492	tRNA
bpRNA_CRW_29493	29493	tRNA
bpRNA_CRW_29494	29494	tRNA
bpRNA_CRW_29495	29495	tRNA
bpRNA_CRW_29496	29496	tRNA
bpRNA_CRW_29497	29497	tRNA
bpRNA_CRW_29498	29498	tRNA
bpRNA_CRW_29499	29499	tRNA
bpRNA_CRW_29500	29500	tRNA
bpRNA_CRW_29501	29501	tRNA
bpRNA_CRW_29502	29502	tRNA
bpRNA_CRW_29503	29503	tRNA
bpRNA_CRW_29504	29504	tRNA
bpRNA_CRW_29505	29505	tRNA
bpRNA_CRW_29506	29506	tRNA
bpRNA_CRW_29507	29507	tRNA
bpRNA_CRW_29508	29508	tRNA
bpRNA_CRW_29509	29509	tRNA
bpRNA_CRW_29510	29510	tRNA
bpRNA_CRW_29511	29511	tRNA
bpRNA_CRW_29512	29512	tRNA
bpRNA_CRW_29513	29513	tRNA
bpRNA_CRW_29514	29514	tRNA
bpRNA_CRW_29515	29515	tRNA
bpRNA_CRW_29516	29516	tRNA
bpRNA_CRW_29517	29517	tRNA
bpRNA_CRW_29518	29518	tRNA
bpRNA_CRW_29519	29519	tRNA
bpRNA_CRW_29520	29520	tRNA
bpRNA_CRW_29521	29521	tRNA
bpRNA_CRW_29522	29522	tRNA
bpRNA_CRW_29523	29523	tRNA
bpRNA_CRW_29524	29524	tRNA
bpRNA_CRW_29525	29525	tRNA
bpRNA_CRW_29526	29526	tRNA
bpRNA_CRW_29527	29527	tRNA
bpRNA_CRW_29528	29528	tRNA
bpRNA_CRW_29529	29529	tRNA
bpRNA_CRW_29530	29530	tRNA
bpRNA_CRW_29531	29531	tRNA
bpRNA_CRW_29532	29532	tRNA
bpRNA_CRW_29533	29533	tRNA
bpRNA_CRW_29534	29534	tRNA
bpRNA_CRW_29535	29535	tRNA
bpRNA_CRW_29536	29536	tRNA
bpRNA_CRW_29537	29537	tRNA
bpRNA_CRW_29538	29538	tRNA
bpRNA_CRW_29539	29539	tRNA
bpRNA_CRW_29540	29540	tRNA
bpRNA_CRW_29541	29541	tRNA
bpRNA_CRW_29542	29542	tRNA
bpRNA_CRW_29543	29543	tRNA
bpRNA_CRW_29544	29544	tRNA
bpRNA_CRW_29545	29545	tRNA
bpRNA_CRW_29546	29546	tRNA
bpRNA_CRW_29547	29547	tRNA
bpRNA_CRW_29548	29548	tRNA
bpRNA_CRW_29549	29549	tRNA
bpRNA_CRW_29550	29550	tRNA
bpRNA_CRW_29551	29551	tRNA
bpRNA_CRW_29552	29552	tRNA
bpRNA_CRW_29553	29553	tRNA
bpRNA_CRW_29554	29554	tRNA
bpRNA_CRW_29555	29555	tRNA
bpRNA_CRW_29556	29556	tRNA
bpRNA_CRW_29557	29557	tRNA
bpRNA_CRW_29558	29558	tRNA
bpRNA_CRW_29559	29559	tRNA
bpRNA_CRW_29560	29560	tRNA
bpRNA_CRW_29561	29561	tRNA
bpRNA_CRW_29562	29562	tRNA
bpRNA_CRW_29563	29563	tRNA
bpRNA_CRW_29564	29564	tRNA
bpRNA_CRW_29565	29565	tRNA
bpRNA_CRW_29566	29566	tRNA
bpRNA_CRW_29567	29567	tRNA
bpRNA_CRW_29568	29568	tRNA
bpRNA_CRW_29569	29569	tRNA
bpRNA_CRW_29570	29570	tRNA
bpRNA_CRW_29571	29571	tRNA
bpRNA_CRW_29572	29572	tRNA
bpRNA_CRW_29573	29573	tRNA
bpRNA_CRW_29574	29574	tRNA
bpRNA_CRW_29575	29575	tRNA
bpRNA_CRW_29576	29576	tRNA
bpRNA_CRW_29577	29577	tRNA
bpRNA_CRW_29578	29578	tRNA
bpRNA_CRW_29579	29579	tRNA
bpRNA_CRW_29580	29580	tRNA
bpRNA_CRW_29581	29581	tRNA
bpRNA_CRW_29582	29582	tRNA
bpRNA_CRW_29583	29583	tRNA
bpRNA_CRW_29584	29584	tRNA
bpRNA_CRW_29585	29585	tRNA
bpRNA_CRW_29586	29586	tRNA
bpRNA_CRW_29587	29587	tRNA
bpRNA_CRW_29588	29588	tRNA
bpRNA_CRW_29589	29589	tRNA
bpRNA_CRW_29590	29590	tRNA
bpRNA_CRW_29591	29591	tRNA
bpRNA_CRW_29592	29592	tRNA
bpRNA_CRW_29593	29593	tRNA
bpRNA_CRW_29594	29594	tRNA
bpRNA_CRW_29595	29595	tRNA
bpRNA_CRW_29596	29596	tRNA
bpRNA_CRW_29597	29597	tRNA
bpRNA_CRW_29598	29598	tRNA
bpRNA_CRW_29599	29599	tRNA
bpRNA_CRW_29600	29600	tRNA
bpRNA_CRW_29601	29601	tRNA
bpRNA_CRW_29602	29602	tRNA
bpRNA_CRW_29603	29603	tRNA
bpRNA_CRW_29604	29604	tRNA
bpRNA_CRW_29605	29605	tRNA
bpRNA_CRW_29606	29606	tRNA
bpRNA_CRW_29607	29607	tRNA
bpRNA_CRW_29608	29608	tRNA
bpRNA_CRW_29609	29609	tRNA
bpRNA_CRW_29610	29610	tRNA
bpRNA_CRW_29611	29611	tRNA
bpRNA_CRW_29612	29612	tRNA
bpRNA_CRW_29613	29613	tRNA
bpRNA_CRW_29614	29614	tRNA
bpRNA_CRW_29615	29615	tRNA
bpRNA_CRW_29616	29616	tRNA
bpRNA_CRW_29617	29617	tRNA
bpRNA_CRW_29618	29618	tRNA
bpRNA_CRW_29619	29619	tRNA
bpRNA_CRW_29620	29620	tRNA
bpRNA_CRW_29621	29621	tRNA
bpRNA_CRW_29622	29622	tRNA
bpRNA_CRW_29623	29623	tRNA
bpRNA_CRW_29624	29624	tRNA
bpRNA_CRW_29625	29625	tRNA
bpRNA_CRW_29626	29626	tRNA
bpRNA_CRW_29627	29627	tRNA
bpRNA_CRW_29628	29628	tRNA
bpRNA_CRW_29629	29629	tRNA
bpRNA_CRW_29630	29630	tRNA
bpRNA_CRW_29631	29631	tRNA
bpRNA_CRW_29632	29632	tRNA
bpRNA_CRW_29633	29633	tRNA
bpRNA_CRW_29634	29634	tRNA
bpRNA_CRW_29635	29635	tRNA
bpRNA_CRW_29636	29636	tRNA
bpRNA_CRW_29637	29637	tRNA
bpRNA_CRW_29638	29638	tRNA
bpRNA_CRW_29639	29639	tRNA
bpRNA_CRW_29640	29640	tRNA
bpRNA_CRW_29641	29641	tRNA
bpRNA_CRW_29642	29642	tRNA
bpRNA_CRW_29643	29643	tRNA
bpRNA_CRW_29644	29644	tRNA
bpRNA_CRW_29645	29645	tRNA
bpRNA_CRW_29646	29646	tRNA
bpRNA_CRW_29647	29647	tRNA
bpRNA_CRW_29648	29648	tRNA
bpRNA_CRW_29649	29649	tRNA
bpRNA_CRW_29650	29650	tRNA
bpRNA_CRW_29651	29651	tRNA
bpRNA_CRW_29652	29652	tRNA
bpRNA_CRW_29653	29653	tRNA
bpRNA_CRW_29654	29654	tRNA
bpRNA_CRW_29655	29655	tRNA
bpRNA_CRW_29656	29656	tRNA
bpRNA_CRW_29657	29657	tRNA
bpRNA_CRW_29658	29658	tRNA
bpRNA_CRW_29659	29659	tRNA
bpRNA_CRW_29660	29660	tRNA
bpRNA_CRW_29661	29661	tRNA
bpRNA_CRW_29662	29662	tRNA
bpRNA_CRW_29663	29663	tRNA
bpRNA_CRW_29664	29664	tRNA
bpRNA_CRW_29665	29665	tRNA
bpRNA_CRW_29666	29666	tRNA
bpRNA_CRW_29667	29667	tRNA
bpRNA_CRW_29668	29668	tRNA
bpRNA_CRW_29669	29669	tRNA
bpRNA_CRW_29670	29670	tRNA
bpRNA_CRW_29671	29671	tRNA
bpRNA_CRW_29672	29672	tRNA
bpRNA_CRW_29673	29673	tRNA
bpRNA_CRW_29674	29674	tRNA
bpRNA_CRW_29675	29675	tRNA
bpRNA_CRW_29676	29676	tRNA
bpRNA_CRW_29677	29677	tRNA
bpRNA_CRW_29678	29678	tRNA
bpRNA_CRW_29679	29679	tRNA
bpRNA_CRW_29680	29680	tRNA
bpRNA_CRW_29681	29681	tRNA
bpRNA_CRW_29682	29682	tRNA
bpRNA_CRW_29683	29683	tRNA
bpRNA_CRW_29684	29684	tRNA
bpRNA_CRW_29685	29685	tRNA
bpRNA_CRW_29686	29686	tRNA
bpRNA_CRW_29687	29687	tRNA
bpRNA_CRW_29688	29688	tRNA
bpRNA_CRW_29689	29689	tRNA
bpRNA_CRW_29690	29690	tRNA
bpRNA_CRW_29691	29691	tRNA
bpRNA_CRW_29692	29692	tRNA
bpRNA_CRW_29693	29693	tRNA
bpRNA_CRW_29694	29694	tRNA
bpRNA_CRW_29695	29695	tRNA
bpRNA_CRW_29696	29696	tRNA
bpRNA_CRW_29697	29697	tRNA
bpRNA_CRW_29698	29698	tRNA
bpRNA_CRW_29699	29699	tRNA
bpRNA_CRW_29700	29700	tRNA
bpRNA_CRW_29701	29701	tRNA
bpRNA_CRW_29702	29702	tRNA
bpRNA_CRW_29703	29703	tRNA
bpRNA_CRW_29704	29704	tRNA
bpRNA_CRW_29705	29705	tRNA
bpRNA_CRW_29706	29706	tRNA
bpRNA_CRW_29707	29707	tRNA
bpRNA_CRW_29708	29708	tRNA
bpRNA_CRW_29709	29709	tRNA
bpRNA_CRW_29710	29710	tRNA
bpRNA_CRW_29711	29711	tRNA
bpRNA_CRW_29712	29712	tRNA
bpRNA_CRW_29713	29713	tRNA
bpRNA_CRW_29714	29714	tRNA
bpRNA_CRW_29715	29715	tRNA
bpRNA_CRW_29716	29716	tRNA
bpRNA_CRW_29717	29717	tRNA
bpRNA_CRW_29718	29718	tRNA
bpRNA_CRW_29719	29719	tRNA
bpRNA_CRW_29720	29720	tRNA
bpRNA_CRW_29721	29721	tRNA
bpRNA_CRW_29722	29722	tRNA
bpRNA_CRW_29723	29723	tRNA
bpRNA_CRW_29724	29724	tRNA
bpRNA_CRW_29725	29725	tRNA
bpRNA_CRW_29726	29726	tRNA
bpRNA_CRW_29727	29727	tRNA
bpRNA_CRW_29728	29728	tRNA
bpRNA_CRW_29729	29729	tRNA
bpRNA_CRW_29730	29730	tRNA
bpRNA_CRW_29731	29731	tRNA
bpRNA_CRW_29732	29732	tRNA
bpRNA_CRW_29733	29733	tRNA
bpRNA_CRW_29734	29734	tRNA
bpRNA_CRW_29735	29735	tRNA
bpRNA_CRW_29736	29736	tRNA
bpRNA_CRW_29737	29737	tRNA
bpRNA_CRW_29738	29738	tRNA
bpRNA_CRW_29739	29739	tRNA
bpRNA_CRW_29740	29740	tRNA
bpRNA_CRW_29741	29741	tRNA
bpRNA_CRW_29742	29742	tRNA
bpRNA_CRW_29743	29743	tRNA
bpRNA_CRW_29744	29744	tRNA
bpRNA_CRW_29745	29745	tRNA
bpRNA_CRW_29746	29746	tRNA
bpRNA_CRW_29747	29747	tRNA
bpRNA_CRW_29748	29748	tRNA
bpRNA_CRW_29749	29749	tRNA
bpRNA_CRW_29750	29750	tRNA
bpRNA_CRW_29751	29751	tRNA
bpRNA_CRW_29752	29752	tRNA
bpRNA_CRW_29753	29753	tRNA
bpRNA_CRW_29754	29754	tRNA
bpRNA_CRW_29755	29755	tRNA
bpRNA_CRW_29756	29756	tRNA
bpRNA_CRW_29757	29757	tRNA
bpRNA_CRW_29758	29758	tRNA
bpRNA_CRW_29759	29759	tRNA
bpRNA_CRW_29760	29760	tRNA
bpRNA_CRW_29761	29761	tRNA
bpRNA_CRW_29762	29762	tRNA
bpRNA_CRW_29763	29763	tRNA
bpRNA_CRW_29764	29764	tRNA
bpRNA_CRW_29765	29765	tRNA
bpRNA_CRW_29766	29766	tRNA
bpRNA_CRW_29767	29767	tRNA
bpRNA_CRW_29768	29768	tRNA
bpRNA_CRW_29769	29769	tRNA
bpRNA_CRW_29770	29770	tRNA
bpRNA_CRW_29771	29771	tRNA
bpRNA_CRW_29772	29772	tRNA
bpRNA_CRW_29773	29773	tRNA
bpRNA_CRW_29774	29774	tRNA
bpRNA_CRW_29775	29775	tRNA
bpRNA_CRW_29776	29776	tRNA
bpRNA_CRW_29777	29777	tRNA
bpRNA_CRW_29778	29778	tRNA
bpRNA_CRW_29779	29779	tRNA
bpRNA_CRW_29780	29780	tRNA
bpRNA_CRW_29781	29781	tRNA
bpRNA_CRW_29782	29782	tRNA
bpRNA_CRW_29783	29783	tRNA
bpRNA_CRW_29784	29784	tRNA
bpRNA_CRW_29785	29785	tRNA
bpRNA_CRW_29786	29786	tRNA
bpRNA_CRW_29787	29787	tRNA
bpRNA_CRW_29788	29788	tRNA
bpRNA_CRW_29789	29789	tRNA
bpRNA_CRW_29790	29790	tRNA
bpRNA_CRW_29791	29791	tRNA
bpRNA_CRW_29792	29792	tRNA
bpRNA_CRW_29793	29793	tRNA
bpRNA_CRW_29794	29794	tRNA
bpRNA_CRW_29795	29795	tRNA
bpRNA_CRW_29796	29796	tRNA
bpRNA_CRW_29797	29797	tRNA
bpRNA_CRW_29798	29798	tRNA
bpRNA_CRW_29799	29799	tRNA
bpRNA_CRW_29800	29800	tRNA
bpRNA_CRW_29801	29801	tRNA
bpRNA_CRW_29802	29802	tRNA
bpRNA_CRW_29803	29803	tRNA
