rna_name	rna_ID	rna_type
bpRNA_RFAM_23378	81754	Pseudoknot Forming RNA
bpRNA_RFAM_23379	81755	Pseudoknot Forming RNA
bpRNA_RFAM_23380	81756	Pseudoknot Forming RNA
bpRNA_RFAM_23381	81757	Viral RNA
bpRNA_RFAM_23382	81758	Viral RNA
bpRNA_RFAM_23383	81759	Pseudoknot Forming RNA
bpRNA_RFAM_23384	81760	Pseudoknot Forming RNA
bpRNA_RFAM_23385	81761	Pseudoknot Forming RNA
bpRNA_RFAM_23386	81762	Pseudoknot Forming RNA
bpRNA_RFAM_23387	81763	Pseudoknot Forming RNA
bpRNA_RFAM_23388	81764	Pseudoknot Forming RNA
bpRNA_RFAM_23389	81765	Pseudoknot Forming RNA
bpRNA_RFAM_23390	81766	Pseudoknot Forming RNA
bpRNA_RFAM_23391	81767	Pseudoknot Forming RNA
bpRNA_RFAM_23392	81768	Pseudoknot Forming RNA
bpRNA_RFAM_23393	81769	Pseudoknot Forming RNA
bpRNA_RFAM_23394	81770	Pseudoknot Forming RNA
bpRNA_RFAM_23395	81771	Pseudoknot Forming RNA
bpRNA_RFAM_23396	81772	Pseudoknot Forming RNA
bpRNA_RFAM_23397	81773	Pseudoknot Forming RNA
bpRNA_RFAM_23398	81774	Pseudoknot Forming RNA
bpRNA_RFAM_23399	81775	Pseudoknot Forming RNA
bpRNA_RFAM_23400	81776	Pseudoknot Forming RNA
bpRNA_RFAM_23401	81777	Pseudoknot Forming RNA
bpRNA_RFAM_23402	81778	Pseudoknot Forming RNA
bpRNA_RFAM_23403	81779	Pseudoknot Forming RNA
bpRNA_RFAM_23404	81780	Pseudoknot Forming RNA
bpRNA_RFAM_23405	81781	Pseudoknot Forming RNA
bpRNA_RFAM_23406	81782	Pseudoknot Forming RNA
bpRNA_RFAM_23407	81783	Pseudoknot Forming RNA
bpRNA_RFAM_23408	81784	Pseudoknot Forming RNA
bpRNA_RFAM_23409	81785	Pseudoknot Forming RNA
bpRNA_RFAM_23410	81786	Pseudoknot Forming RNA
bpRNA_RFAM_23411	81787	Pseudoknot Forming RNA
bpRNA_RFAM_23412	81788	Pseudoknot Forming RNA
bpRNA_RFAM_23413	81789	Pseudoknot Forming RNA
bpRNA_RFAM_23414	81790	Pseudoknot Forming RNA
bpRNA_RFAM_23415	81791	Pseudoknot Forming RNA
bpRNA_RFAM_23416	81792	Pseudoknot Forming RNA
bpRNA_RFAM_23417	81793	Pseudoknot Forming RNA
bpRNA_RFAM_23418	81794	Pseudoknot Forming RNA
bpRNA_RFAM_23419	81795	Pseudoknot Forming RNA
bpRNA_RFAM_23420	81796	Pseudoknot Forming RNA
bpRNA_RFAM_23421	81797	Pseudoknot Forming RNA
bpRNA_RFAM_23422	81798	Ribosomal RNA
bpRNA_RFAM_23423	81799	Ribosomal RNA
bpRNA_RFAM_23424	81800	Ribosomal RNA
bpRNA_RFAM_23425	81801	Ribosomal RNA
bpRNA_RFAM_23426	81802	Ribosomal RNA
bpRNA_RFAM_23427	81803	Ribosomal RNA
bpRNA_RFAM_23428	81804	Ribosomal RNA
bpRNA_RFAM_23429	81805	Pseudoknot Forming RNA
bpRNA_RFAM_23430	81806	Pseudoknot Forming RNA
bpRNA_RFAM_23431	81807	Viral RNA
bpRNA_RFAM_23432	81808	Viral RNA
bpRNA_RFAM_23433	81809	Ribosomal RNA
bpRNA_RFAM_23434	81810	Ribosomal RNA
bpRNA_RFAM_23435	81811	Ribosomal RNA
bpRNA_RFAM_23436	81812	Ribosomal RNA
bpRNA_RFAM_23437	81813	Ribosomal RNA
bpRNA_RFAM_23438	81814	Ribosomal RNA
bpRNA_RFAM_23439	81815	Ribosomal RNA
bpRNA_RFAM_23440	81816	Ribosomal RNA
bpRNA_RFAM_23441	81817	Ribosomal RNA
bpRNA_RFAM_23442	81818	Ribosomal RNA
bpRNA_RFAM_23443	81819	Ribosomal RNA
bpRNA_RFAM_23444	81820	Ribosomal RNA
bpRNA_RFAM_23445	81821	Ribosomal RNA
bpRNA_RFAM_23446	81822	Ribosomal RNA
bpRNA_RFAM_23447	81823	Pseudoknot Forming RNA
bpRNA_RFAM_23448	81824	Pseudoknot Forming RNA
bpRNA_RFAM_23449	81825	Viral RNA
bpRNA_RFAM_23450	81826	Viral RNA
bpRNA_RFAM_23451	81827	Ribosomal RNA
bpRNA_RFAM_23452	81828	Ribosomal RNA
bpRNA_RFAM_23453	81829	Ribosomal RNA
bpRNA_RFAM_23454	81830	Ribosomal RNA
bpRNA_RFAM_23455	81831	Ribosomal RNA
bpRNA_RFAM_23456	81832	Ribosomal RNA
bpRNA_RFAM_23457	81833	Pseudoknot Forming RNA
bpRNA_RFAM_23458	81834	Pseudoknot Forming RNA
bpRNA_RFAM_23459	81835	Pseudoknot Forming RNA
bpRNA_RFAM_23460	81836	Pseudoknot Forming RNA
bpRNA_RFAM_23461	81837	Pseudoknot Forming RNA
bpRNA_RFAM_23462	81838	Pseudoknot Forming RNA
bpRNA_RFAM_23463	81839	Pseudoknot Forming RNA
bpRNA_RFAM_23464	81840	Pseudoknot Forming RNA
bpRNA_RFAM_23465	81841	Pseudoknot Forming RNA
bpRNA_RFAM_23466	81842	Pseudoknot Forming RNA
bpRNA_RFAM_23467	81843	Pseudoknot Forming RNA
bpRNA_RFAM_23468	81844	Pseudoknot Forming RNA
bpRNA_RFAM_23469	81845	Pseudoknot Forming RNA
bpRNA_RFAM_23470	81846	Pseudoknot Forming RNA
bpRNA_RFAM_23471	81847	Pseudoknot Forming RNA
bpRNA_RFAM_23472	81848	Pseudoknot Forming RNA
bpRNA_RFAM_23473	81849	Pseudoknot Forming RNA
bpRNA_RFAM_23474	81850	Pseudoknot Forming RNA
bpRNA_RFAM_23475	81851	Pseudoknot Forming RNA
bpRNA_RFAM_23476	81852	Pseudoknot Forming RNA
bpRNA_RFAM_23477	81853	Pseudoknot Forming RNA
bpRNA_RFAM_23478	81854	Pseudoknot Forming RNA
bpRNA_RFAM_23479	81855	Pseudoknot Forming RNA
bpRNA_RFAM_23480	81856	Pseudoknot Forming RNA
bpRNA_RFAM_23481	81857	Pseudoknot Forming RNA
bpRNA_RFAM_23482	81858	Pseudoknot Forming RNA
bpRNA_RFAM_23483	81859	Pseudoknot Forming RNA
bpRNA_RFAM_23484	81860	Pseudoknot Forming RNA
bpRNA_RFAM_23485	81861	Pseudoknot Forming RNA
bpRNA_RFAM_23486	81862	Pseudoknot Forming RNA
bpRNA_RFAM_23487	81863	Pseudoknot Forming RNA
bpRNA_RFAM_23488	81864	Pseudoknot Forming RNA
bpRNA_RFAM_23489	81865	Viral RNA
bpRNA_RFAM_23490	81866	Viral RNA
bpRNA_RFAM_23491	81867	Viral RNA
bpRNA_RFAM_23492	81868	Viral RNA
bpRNA_RFAM_23493	81869	Viral RNA
bpRNA_RFAM_23494	81870	RNA Fragment
bpRNA_RFAM_23495	81871	RNA Fragment
bpRNA_RFAM_23496	81872	Viral RNA
bpRNA_RFAM_23497	81873	Viral RNA
bpRNA_RFAM_23498	81874	Pseudoknot Forming RNA
bpRNA_RFAM_23499	81875	Pseudoknot Forming RNA
bpRNA_RFAM_23500	81876	Pseudoknot Forming RNA
bpRNA_RFAM_23501	81877	Pseudoknot Forming RNA
bpRNA_RFAM_23502	81878	Pseudoknot Forming RNA
bpRNA_RFAM_23503	81879	Pseudoknot Forming RNA
bpRNA_RFAM_23504	81880	Pseudoknot Forming RNA
bpRNA_RFAM_23505	81881	Pseudoknot Forming RNA
bpRNA_RFAM_23506	81882	Pseudoknot Forming RNA
bpRNA_RFAM_23507	81883	Pseudoknot Forming RNA
bpRNA_RFAM_23508	81884	Pseudoknot Forming RNA
bpRNA_RFAM_23509	81885	Pseudoknot Forming RNA
bpRNA_RFAM_23510	81886	Pseudoknot Forming RNA
bpRNA_RFAM_23511	81887	Pseudoknot Forming RNA
bpRNA_RFAM_23512	81888	Pseudoknot Forming RNA
bpRNA_RFAM_23513	81889	Pseudoknot Forming RNA
bpRNA_RFAM_23514	81890	Pseudoknot Forming RNA
bpRNA_RFAM_23515	81891	Pseudoknot Forming RNA
bpRNA_RFAM_23516	81892	Pseudoknot Forming RNA
bpRNA_RFAM_23517	81893	Pseudoknot Forming RNA
bpRNA_RFAM_23518	81894	Pseudoknot Forming RNA
bpRNA_RFAM_23519	81895	Cyanobacterial functional RNA 1
bpRNA_RFAM_23520	81896	Cyanobacterial functional RNA 1
bpRNA_RFAM_23521	81897	Cyanobacterial functional RNA 1
bpRNA_RFAM_23522	81898	Cyanobacterial functional RNA 1
bpRNA_RFAM_23523	81899	Cyanobacterial functional RNA 1
bpRNA_RFAM_23524	81900	Cyanobacterial functional RNA 1
bpRNA_RFAM_23525	81901	Cyanobacterial functional RNA 1
bpRNA_RFAM_23526	81902	Cyanobacterial functional RNA 1
bpRNA_RFAM_23527	81903	Cyanobacterial functional RNA 1
bpRNA_RFAM_23528	81904	Cyanobacterial functional RNA 1
bpRNA_RFAM_23529	81905	Cyanobacterial functional RNA 1
bpRNA_RFAM_23530	81906	Cyanobacterial functional RNA 1
bpRNA_RFAM_23531	81907	Cyanobacterial functional RNA 1
bpRNA_RFAM_23532	81908	Cyanobacterial functional RNA 1
bpRNA_RFAM_23533	81909	Cyanobacterial functional RNA 1
bpRNA_RFAM_23534	81910	Cyanobacterial functional RNA 1
bpRNA_RFAM_23535	81911	Cyanobacterial functional RNA 1
bpRNA_RFAM_23536	81912	Cyanobacterial functional RNA 1
bpRNA_RFAM_23537	81913	Cyanobacterial functional RNA 1
bpRNA_RFAM_23538	81914	Cyanobacterial functional RNA 1
bpRNA_RFAM_23539	81915	Cyanobacterial functional RNA 1
bpRNA_RFAM_23540	81916	Cyanobacterial functional RNA 1
bpRNA_RFAM_23541	81917	Cyanobacterial functional RNA 1
bpRNA_RFAM_23542	81918	Cyanobacterial functional RNA 1
bpRNA_RFAM_23543	81919	Cyanobacterial functional RNA 1
bpRNA_RFAM_23544	81920	Cyanobacterial functional RNA 1
bpRNA_RFAM_23545	81921	Cyanobacterial functional RNA 1
bpRNA_RFAM_23546	81922	Cyanobacterial functional RNA 1
bpRNA_RFAM_23547	81923	Cyanobacterial functional RNA 1
bpRNA_RFAM_23548	81924	Cyanobacterial functional RNA 1
bpRNA_RFAM_23549	81925	Cyanobacterial functional RNA 1
bpRNA_RFAM_23550	81926	Cyanobacterial functional RNA 1
bpRNA_RFAM_23551	81927	Cyanobacterial functional RNA 1
bpRNA_RFAM_23552	81928	Cyanobacterial functional RNA 1
bpRNA_RFAM_23553	81929	Cyanobacterial functional RNA 1
bpRNA_RFAM_23554	81930	Cyanobacterial functional RNA 1
bpRNA_RFAM_23555	81931	Cyanobacterial functional RNA 1
bpRNA_RFAM_23556	81932	miRNA
bpRNA_RFAM_23557	81933	miRNA
bpRNA_RFAM_23558	81934	Pseudoknot Forming RNA
bpRNA_RFAM_23559	81935	Pseudoknot Forming RNA
bpRNA_RFAM_23560	81936	Pseudoknot Forming RNA
bpRNA_RFAM_23561	81937	Pseudoknot Forming RNA
bpRNA_RFAM_23562	81938	Pseudoknot Forming RNA
bpRNA_RFAM_23563	81939	Pseudoknot Forming RNA
bpRNA_RFAM_23564	81940	Pseudoknot Forming RNA
bpRNA_RFAM_23565	81941	Pseudoknot Forming RNA
bpRNA_RFAM_23566	81942	Pseudoknot Forming RNA
bpRNA_RFAM_23567	81943	Pseudoknot Forming RNA
bpRNA_RFAM_23568	81944	Pseudoknot Forming RNA
bpRNA_RFAM_23569	81945	Pseudoknot Forming RNA
bpRNA_RFAM_23570	81946	Pseudoknot Forming RNA
bpRNA_RFAM_23571	81947	Pseudoknot Forming RNA
bpRNA_RFAM_23572	81948	Pseudoknot Forming RNA
bpRNA_RFAM_23573	81949	Pseudoknot Forming RNA
bpRNA_RFAM_23574	81950	Pseudoknot Forming RNA
bpRNA_RFAM_23575	81951	Pseudoknot Forming RNA
bpRNA_RFAM_23576	81952	Pseudoknot Forming RNA
bpRNA_RFAM_23577	81953	Pseudoknot Forming RNA
bpRNA_RFAM_23578	81954	Pseudoknot Forming RNA
bpRNA_RFAM_23579	81955	Pseudoknot Forming RNA
bpRNA_RFAM_23580	81956	Pseudoknot Forming RNA
bpRNA_RFAM_23581	81957	Pseudoknot Forming RNA
bpRNA_RFAM_23582	81958	Pseudoknot Forming RNA
bpRNA_RFAM_23583	81959	Pseudoknot Forming RNA
bpRNA_RFAM_23584	81960	Pseudoknot Forming RNA
bpRNA_RFAM_23585	81961	Pseudoknot Forming RNA
bpRNA_RFAM_23586	81962	Pseudoknot Forming RNA
bpRNA_RFAM_23587	81963	Pseudoknot Forming RNA
bpRNA_RFAM_23588	81964	Pseudoknot Forming RNA
bpRNA_RFAM_23589	81965	Pseudoknot Forming RNA
bpRNA_RFAM_23590	81966	Pseudoknot Forming RNA
bpRNA_RFAM_23591	81967	Pseudoknot Forming RNA
bpRNA_RFAM_23592	81968	Pseudoknot Forming RNA
bpRNA_RFAM_23593	81969	Pseudoknot Forming RNA
bpRNA_RFAM_23594	81970	Pseudoknot Forming RNA
bpRNA_RFAM_23595	81971	Pseudoknot Forming RNA
bpRNA_RFAM_23596	81972	Pseudoknot Forming RNA
bpRNA_RFAM_23597	81973	Pseudoknot Forming RNA
bpRNA_RFAM_23598	81974	Pseudoknot Forming RNA
bpRNA_RFAM_23599	81975	Pseudoknot Forming RNA
bpRNA_RFAM_23600	81976	Pseudoknot Forming RNA
bpRNA_RFAM_23601	81977	Pseudoknot Forming RNA
bpRNA_RFAM_23602	81978	Pseudoknot Forming RNA
bpRNA_RFAM_23603	81979	Pseudoknot Forming RNA
bpRNA_RFAM_23604	81980	Pseudoknot Forming RNA
bpRNA_RFAM_23605	81981	Pseudoknot Forming RNA
bpRNA_RFAM_23606	81982	Pseudoknot Forming RNA
bpRNA_RFAM_23607	81983	Pseudoknot Forming RNA
bpRNA_RFAM_23608	81984	Pseudoknot Forming RNA
bpRNA_RFAM_23609	81985	Pseudoknot Forming RNA
bpRNA_RFAM_23610	81986	Pseudoknot Forming RNA
bpRNA_RFAM_23611	81987	Pseudoknot Forming RNA
bpRNA_RFAM_23612	81988	Pseudoknot Forming RNA
bpRNA_RFAM_23613	81989	Pseudoknot Forming RNA
bpRNA_RFAM_23614	81990	Pseudoknot Forming RNA
bpRNA_RFAM_23615	81991	Pseudoknot Forming RNA
bpRNA_RFAM_23616	81992	Pseudoknot Forming RNA
bpRNA_RFAM_23617	81993	Pseudoknot Forming RNA
bpRNA_RFAM_23618	81994	Pseudoknot Forming RNA
bpRNA_RFAM_23619	81995	Pseudoknot Forming RNA
bpRNA_RFAM_23620	81996	Pseudoknot Forming RNA
bpRNA_RFAM_23621	81997	Pseudoknot Forming RNA
bpRNA_RFAM_23622	81998	Pseudoknot Forming RNA
bpRNA_RFAM_23623	81999	Pseudoknot Forming RNA
bpRNA_RFAM_23624	82000	Pseudoknot Forming RNA
bpRNA_RFAM_23625	82001	Pseudoknot Forming RNA
bpRNA_RFAM_23626	82002	Pseudoknot Forming RNA
bpRNA_RFAM_23627	82003	Pseudoknot Forming RNA
bpRNA_RFAM_23628	82004	Pseudoknot Forming RNA
bpRNA_RFAM_23629	82005	Pseudoknot Forming RNA
bpRNA_RFAM_23630	82006	Pseudoknot Forming RNA
bpRNA_RFAM_23631	82007	Pseudoknot Forming RNA
bpRNA_RFAM_23632	82008	Pseudoknot Forming RNA
bpRNA_RFAM_23633	82009	Pseudoknot Forming RNA
bpRNA_RFAM_23634	82010	Pseudoknot Forming RNA
bpRNA_RFAM_23635	82011	Pseudoknot Forming RNA
bpRNA_RFAM_23636	82012	Pseudoknot Forming RNA
bpRNA_RFAM_23637	82013	Pseudoknot Forming RNA
bpRNA_RFAM_23638	82014	Pseudoknot Forming RNA
bpRNA_RFAM_23639	82015	Pseudoknot Forming RNA
bpRNA_RFAM_23640	82016	Pseudoknot Forming RNA
bpRNA_RFAM_23641	82017	Pseudoknot Forming RNA
bpRNA_RFAM_23642	82018	Pseudoknot Forming RNA
bpRNA_RFAM_23643	82019	Pseudoknot Forming RNA
bpRNA_RFAM_23644	82020	Pseudoknot Forming RNA
bpRNA_RFAM_23645	82021	Pseudoknot Forming RNA
bpRNA_RFAM_23646	82022	Pseudoknot Forming RNA
bpRNA_RFAM_23647	82023	Pseudoknot Forming RNA
bpRNA_RFAM_23648	82024	Pseudoknot Forming RNA
bpRNA_RFAM_23649	82025	Pseudoknot Forming RNA
bpRNA_RFAM_23650	82026	Pseudoknot Forming RNA
bpRNA_RFAM_23651	82027	Pseudoknot Forming RNA
bpRNA_RFAM_23652	82028	Pseudoknot Forming RNA
bpRNA_RFAM_23653	82029	Pseudoknot Forming RNA
bpRNA_RFAM_23654	82030	Pseudoknot Forming RNA
bpRNA_RFAM_23655	82031	Pseudoknot Forming RNA
bpRNA_RFAM_23656	82032	Pseudoknot Forming RNA
bpRNA_RFAM_23657	82033	Pseudoknot Forming RNA
bpRNA_RFAM_23658	82034	Pseudoknot Forming RNA
bpRNA_RFAM_23659	82035	Pseudoknot Forming RNA
bpRNA_RFAM_23660	82036	Pseudoknot Forming RNA
bpRNA_RFAM_23661	82037	Pseudoknot Forming RNA
bpRNA_RFAM_23662	82038	Pseudoknot Forming RNA
bpRNA_RFAM_23663	82039	Pseudoknot Forming RNA
bpRNA_RFAM_23664	82040	Pseudoknot Forming RNA
bpRNA_RFAM_23665	82041	Pseudoknot Forming RNA
bpRNA_RFAM_23666	82042	Pseudoknot Forming RNA
bpRNA_RFAM_23667	82043	Pseudoknot Forming RNA
bpRNA_RFAM_23668	82044	Pseudoknot Forming RNA
bpRNA_RFAM_23669	82045	Pseudoknot Forming RNA
bpRNA_RFAM_23670	82046	Pseudoknot Forming RNA
bpRNA_RFAM_23671	82047	Pseudoknot Forming RNA
bpRNA_RFAM_23672	82048	Pseudoknot Forming RNA
bpRNA_RFAM_23673	82049	Pseudoknot Forming RNA
bpRNA_RFAM_23674	82050	Pseudoknot Forming RNA
bpRNA_RFAM_23675	82051	Pseudoknot Forming RNA
bpRNA_RFAM_23676	82052	Pseudoknot Forming RNA
bpRNA_RFAM_23677	82053	Pseudoknot Forming RNA
bpRNA_RFAM_23678	82054	Pseudoknot Forming RNA
bpRNA_RFAM_23679	82055	Pseudoknot Forming RNA
bpRNA_RFAM_23680	82056	Pseudoknot Forming RNA
bpRNA_RFAM_23681	82057	Pseudoknot Forming RNA
bpRNA_RFAM_23682	82058	Pseudoknot Forming RNA
bpRNA_RFAM_23683	82059	Pseudoknot Forming RNA
bpRNA_RFAM_23684	82060	Pseudoknot Forming RNA
bpRNA_RFAM_23685	82061	Pseudoknot Forming RNA
bpRNA_RFAM_23686	82062	Pseudoknot Forming RNA
bpRNA_RFAM_23687	82063	Pseudoknot Forming RNA
bpRNA_RFAM_23688	82064	Pseudoknot Forming RNA
bpRNA_RFAM_23689	82065	Pseudoknot Forming RNA
bpRNA_RFAM_23690	82066	Pseudoknot Forming RNA
bpRNA_RFAM_23691	82067	Pseudoknot Forming RNA
bpRNA_RFAM_23692	82068	Pseudoknot Forming RNA
bpRNA_RFAM_23693	82069	Pseudoknot Forming RNA
bpRNA_RFAM_23694	82070	Pseudoknot Forming RNA
bpRNA_RFAM_23695	82071	Pseudoknot Forming RNA
bpRNA_RFAM_23696	82072	Pseudoknot Forming RNA
bpRNA_RFAM_23697	82073	Pseudoknot Forming RNA
bpRNA_RFAM_23698	82074	Pseudoknot Forming RNA
bpRNA_RFAM_23699	82075	Pseudoknot Forming RNA
bpRNA_RFAM_23700	82076	Pseudoknot Forming RNA
bpRNA_RFAM_23701	82077	Pseudoknot Forming RNA
bpRNA_RFAM_23702	82078	Pseudoknot Forming RNA
bpRNA_RFAM_23703	82079	Pseudoknot Forming RNA
bpRNA_RFAM_23704	82080	Pseudoknot Forming RNA
bpRNA_RFAM_23705	82081	Pseudoknot Forming RNA
bpRNA_RFAM_23706	82082	Pseudoknot Forming RNA
bpRNA_RFAM_23707	82083	Pseudoknot Forming RNA
bpRNA_RFAM_23708	82084	Pseudoknot Forming RNA
bpRNA_RFAM_23709	82085	Pseudoknot Forming RNA
bpRNA_RFAM_23710	82086	Pseudoknot Forming RNA
bpRNA_RFAM_23711	82087	Pseudoknot Forming RNA
bpRNA_RFAM_23712	82088	Pseudoknot Forming RNA
bpRNA_RFAM_23713	82089	Pseudoknot Forming RNA
bpRNA_RFAM_23714	82090	Pseudoknot Forming RNA
bpRNA_RFAM_23715	82091	Pseudoknot Forming RNA
bpRNA_RFAM_23716	82092	Pseudoknot Forming RNA
bpRNA_RFAM_23717	82093	Pseudoknot Forming RNA
bpRNA_RFAM_23718	82094	Pseudoknot Forming RNA
bpRNA_RFAM_23719	82095	Pseudoknot Forming RNA
bpRNA_RFAM_23720	82096	Pseudoknot Forming RNA
bpRNA_RFAM_23721	82097	Pseudoknot Forming RNA
bpRNA_RFAM_23722	82098	Pseudoknot Forming RNA
bpRNA_RFAM_23723	82099	Pseudoknot Forming RNA
bpRNA_RFAM_23724	82100	Pseudoknot Forming RNA
bpRNA_RFAM_23725	82101	Pseudoknot Forming RNA
bpRNA_RFAM_23726	82102	Pseudoknot Forming RNA
bpRNA_RFAM_23727	82103	Pseudoknot Forming RNA
bpRNA_RFAM_23728	82104	Pseudoknot Forming RNA
bpRNA_RFAM_23729	82105	Pseudoknot Forming RNA
bpRNA_RFAM_23730	82106	Pseudoknot Forming RNA
bpRNA_RFAM_23731	82107	Pseudoknot Forming RNA
bpRNA_RFAM_23732	82108	Pseudoknot Forming RNA
bpRNA_RFAM_23733	82109	Pseudoknot Forming RNA
bpRNA_RFAM_23734	82110	Pseudoknot Forming RNA
bpRNA_RFAM_23735	82111	Pseudoknot Forming RNA
bpRNA_RFAM_23736	82112	Pseudoknot Forming RNA
bpRNA_RFAM_23737	82113	Pseudoknot Forming RNA
bpRNA_RFAM_23738	82114	Pseudoknot Forming RNA
bpRNA_RFAM_23739	82115	Pseudoknot Forming RNA
bpRNA_RFAM_23740	82116	Pseudoknot Forming RNA
bpRNA_RFAM_23741	82117	Pseudoknot Forming RNA
bpRNA_RFAM_23742	82118	Pseudoknot Forming RNA
bpRNA_RFAM_23743	82119	Pseudoknot Forming RNA
bpRNA_RFAM_23744	82120	Pseudoknot Forming RNA
bpRNA_RFAM_23745	82121	Pseudoknot Forming RNA
bpRNA_RFAM_23746	82122	Pseudoknot Forming RNA
bpRNA_RFAM_23747	82123	Pseudoknot Forming RNA
bpRNA_RFAM_23748	82124	Pseudoknot Forming RNA
bpRNA_RFAM_23749	82125	Pseudoknot Forming RNA
bpRNA_RFAM_23750	82126	Pseudoknot Forming RNA
bpRNA_RFAM_23751	82127	Pseudoknot Forming RNA
bpRNA_RFAM_23752	82128	Pseudoknot Forming RNA
bpRNA_RFAM_23753	82129	Pseudoknot Forming RNA
bpRNA_RFAM_23754	82130	Pseudoknot Forming RNA
bpRNA_RFAM_23755	82131	Pseudoknot Forming RNA
bpRNA_RFAM_23756	82132	Pseudoknot Forming RNA
bpRNA_RFAM_23757	82133	Pseudoknot Forming RNA
bpRNA_RFAM_23758	82134	Pseudoknot Forming RNA
bpRNA_RFAM_23759	82135	Pseudoknot Forming RNA
bpRNA_RFAM_23760	82136	Pseudoknot Forming RNA
bpRNA_RFAM_23761	82137	Pseudoknot Forming RNA
bpRNA_RFAM_23762	82138	Pseudoknot Forming RNA
bpRNA_RFAM_23763	82139	Pseudoknot Forming RNA
bpRNA_RFAM_23764	82140	Pseudoknot Forming RNA
bpRNA_RFAM_23765	82141	Pseudoknot Forming RNA
bpRNA_RFAM_23766	82142	Pseudoknot Forming RNA
bpRNA_RFAM_23767	82143	Pseudoknot Forming RNA
bpRNA_RFAM_23768	82144	Pseudoknot Forming RNA
bpRNA_RFAM_23769	82145	Pseudoknot Forming RNA
bpRNA_RFAM_23770	82146	Pseudoknot Forming RNA
bpRNA_RFAM_23771	82147	Pseudoknot Forming RNA
bpRNA_RFAM_23772	82148	Pseudoknot Forming RNA
bpRNA_RFAM_23773	82149	Pseudoknot Forming RNA
bpRNA_RFAM_23774	82150	Pseudoknot Forming RNA
bpRNA_RFAM_23775	82151	Pseudoknot Forming RNA
bpRNA_RFAM_23776	82152	Pseudoknot Forming RNA
bpRNA_RFAM_23777	82153	Pseudoknot Forming RNA
bpRNA_RFAM_23778	82154	Pseudoknot Forming RNA
bpRNA_RFAM_23779	82155	Pseudoknot Forming RNA
bpRNA_RFAM_23780	82156	Pseudoknot Forming RNA
bpRNA_RFAM_23781	82157	Pseudoknot Forming RNA
bpRNA_RFAM_23782	82158	Pseudoknot Forming RNA
bpRNA_RFAM_23783	82159	Pseudoknot Forming RNA
bpRNA_RFAM_23784	82160	Pseudoknot Forming RNA
bpRNA_RFAM_23785	82161	Pseudoknot Forming RNA
bpRNA_RFAM_23786	82162	Pseudoknot Forming RNA
bpRNA_RFAM_23787	82163	Pseudoknot Forming RNA
bpRNA_RFAM_23788	82164	Pseudoknot Forming RNA
bpRNA_RFAM_23789	82165	Pseudoknot Forming RNA
bpRNA_RFAM_23790	82166	Pseudoknot Forming RNA
bpRNA_RFAM_23791	82167	Pseudoknot Forming RNA
bpRNA_RFAM_23792	82168	Pseudoknot Forming RNA
bpRNA_RFAM_23793	82169	Pseudoknot Forming RNA
bpRNA_RFAM_23794	82170	Pseudoknot Forming RNA
bpRNA_RFAM_23795	82171	Pseudoknot Forming RNA
bpRNA_RFAM_23796	82172	Pseudoknot Forming RNA
bpRNA_RFAM_23797	82173	Pseudoknot Forming RNA
bpRNA_RFAM_23798	82174	Pseudoknot Forming RNA
bpRNA_RFAM_23799	82175	Pseudoknot Forming RNA
bpRNA_RFAM_23800	82176	Pseudoknot Forming RNA
bpRNA_RFAM_23801	82177	Pseudoknot Forming RNA
bpRNA_RFAM_23802	82178	Pseudoknot Forming RNA
bpRNA_RFAM_23803	82179	Pseudoknot Forming RNA
bpRNA_RFAM_23804	82180	Pseudoknot Forming RNA
bpRNA_RFAM_23805	82181	Pseudoknot Forming RNA
bpRNA_RFAM_23806	82182	Pseudoknot Forming RNA
bpRNA_RFAM_23807	82183	Pseudoknot Forming RNA
bpRNA_RFAM_23808	82184	Pseudoknot Forming RNA
bpRNA_RFAM_23809	82185	Pseudoknot Forming RNA
bpRNA_RFAM_23810	82186	Pseudoknot Forming RNA
bpRNA_RFAM_23811	82187	Pseudoknot Forming RNA
bpRNA_RFAM_23812	82188	Pseudoknot Forming RNA
bpRNA_RFAM_23813	82189	Pseudoknot Forming RNA
bpRNA_RFAM_23814	82190	Pseudoknot Forming RNA
bpRNA_RFAM_23815	82191	Pseudoknot Forming RNA
bpRNA_RFAM_23816	82192	Pseudoknot Forming RNA
bpRNA_RFAM_23817	82193	Pseudoknot Forming RNA
bpRNA_RFAM_23818	82194	Pseudoknot Forming RNA
bpRNA_RFAM_23819	82195	Pseudoknot Forming RNA
bpRNA_RFAM_23820	82196	Pseudoknot Forming RNA
bpRNA_RFAM_23821	82197	Pseudoknot Forming RNA
bpRNA_RFAM_23822	82198	Pseudoknot Forming RNA
bpRNA_RFAM_23823	82199	Pseudoknot Forming RNA
bpRNA_RFAM_23824	82200	Pseudoknot Forming RNA
bpRNA_RFAM_23825	82201	Pseudoknot Forming RNA
bpRNA_RFAM_23826	82202	Pseudoknot Forming RNA
bpRNA_RFAM_23827	82203	Pseudoknot Forming RNA
bpRNA_RFAM_23828	82204	Pseudoknot Forming RNA
bpRNA_RFAM_23829	82205	Pseudoknot Forming RNA
bpRNA_RFAM_23830	82206	Pseudoknot Forming RNA
bpRNA_RFAM_23831	82207	Pseudoknot Forming RNA
bpRNA_RFAM_23832	82208	Pseudoknot Forming RNA
bpRNA_RFAM_23833	82209	Pseudoknot Forming RNA
